Unique ID,Agency,Chapter or Office Name,Office Type,Office Type 2,LongName,Website,Phone Number Advertise Google,Hours of Operation,Main Contact,Contact Email,CSC/CM First Name,CSC/CM Last Name,AMS First Name,AMS Last Name,IT Contact,IT Email,IT Phone,PO Box,Address,City,State,ZIP,Latitude,Longitude,Elevation,Plus Code,Google Maps,GPS Source,Phone 1,Phone 2,NN Branch,Division,Driving Directions,Office Number/Location,Building Name/None,Chapter LGA,In-House IT,3rd Party IT,Emergency Response Team,Survey Conducted by,Survey Date,Title,Email,Surveyor Phone,Acknowledged by,Contact Title,Section2,Internet Provider,Internet Speed Contract (down),Internet Speed Contract (up),Internet Speed Contract (original), Internet MRC* , Cost /mb contract , Cost/mb tested ,Survey/Comments,Media,My IP Address,Internet Speed Test Trial 1 (down),Internet Speed Test Trial 1 (up),Tested To,Internet Speed Test Trial 2 (down),Internet Speed Test Trial 2 (up),Tested to2,Internet Speed Test Trial 3 (down),Internet Speed Test Trial 3 (up),Average Trial DL,Average Trial UL,Tested to3,Trace route to navajo-nsn.gov,Trace route to www.google.com,Trace route to www.nnoc.org,Phone Provider,Phone Lines Qty, Phone MRC* , Average MRC per line , Survey/ Comments ,Phone Media,VoIP,# of Trunks,VoIP MRC*,VoIP Media,Two Way Radio,Model,Purpose,Fiber Optic,Comments  Fiber Optics,Cellular Service Available,Operators,Emergency Call,Media Emergency ,Who is receiving the call?,Comments Network Services,Section3,Existing Network Cabling,Number of Network Drops,Comments Net Cabling,Routers,Routers Qty,Comments Routers,Switches,Switches Qty,Comments Switches,Firewall,Firewall Qty,Comments Firewall,Wi-Fi APs,AP Qty,Public Wi-Fi,Computers,Computers Qty,Public Access Wi-Fi,Comments Computers,Printers,Qty,Public Access Computers,Comments PC printers,Faxes,Fax Lines Qty,Servers,ServerQty,Purpose/ Comments Server,UPS,UPS Qty,Purpose/ Comments UPS,Others,Others Qty,Purpose/ Comments Others,Email Provider,Email Comments,Web Browsing Provider,Web Comments,Cloud Storage,Cloud Comments,Data Base Provider,DB Comments,Service Desk Provider,Telecom and IT Comments,Section 4 - Site Plan,IT Room layout,Fiber Demark,Telecommunications/radio/cellular towers within sight of your building,Does DCD/NNAA have address point for this building?,CAD Drawing or Sketch available and provided to the surveyor,Section 5 Picture Key,Building Front Pic,Building Side Pic,Building Entrance Pic,IT Room Pic,Reception Area/Desk Pic,Telco Services Demarcation Pic,Telco Services Entry Port Pic,Fiber Optic Entry Pic,"Wireless Antennas (Microwave, Cellular, Satellite)  Pic",Router/Telecom Rack Pic,Printers Pic,Wi-Fi Access Points Pic,List of additional (Others),Short Video Clip of the Facilities,Section 6 - Entities,Navajo Head start,Office of Dine Youth,Regional Business Development Office,Navajo Department of Workforce Development,Navajo Department of Veterans Affairs,Office of Labor Relations,Navajo Office of Vital Records,Department of Child Support Enforcement,Community Health Representative/Outreach Program (CHR),Department of Behavioral Health (DBH),Food Distribution Program,Navajo Area Agency on Aging (NAAA),New Dawn Program,Office of Environmental Health & Code Enforcement,Special Diabetes Project,Child Care Development Fund (CCDF),Department of Self Reliance,Department of Family Services,Facilities Maintenance Department,Fleet Management Department,Abandoned Mine Lands Reclamation (AML),Agriculture Department,Land Department,I H S,Senior Citizens Center,Convenience Store ,Commercial Outlets,Multi-purpose Complex,Feed/Tack Store,Solid Waste Transfer Station,Museum,Community Cemetery,Clinic,NTUA Wireless Store/Office,NTUA Regional Office,Cellular One Store,Other Telecommunication Store,Libraries,Churches,School,List of additional (Others) Entities,Fish & Wildlife,Water Resources,Election Administration,Judicial District Courts,Police Districts,Office of Navajo Scholarship & Financial Assistance,Administrative Service Center,Emergency Medical Services,Day Care Centers,DCD/ASC Office,Navajo Department of Transportation,Navajo Water & Sanitation,Navajo Water Development,Criminal Investigations Office,Capital Projects Management Office,Housing Improvement Program,Parks & Recreation,List of additional (Others) 2,Lat,Long
83,Eastern,Standing Rock,Chapter House,Chapter House,Standing Rock_Chapter House,tseiiahi.navajochapters.org,(505) 786-2247,,Kelly Craig,standingrock@navajochapters.org,Janice,"Padilla, CSC",(Vacant),,,,,PO Box 247,"22 mile, W Rte 9",Crownpoint,NM,87313,35 48 17.9 N ,108 21 43.4 W,6321.5,857HRJ3Q+X5,"https://www.google.com/maps/place/Tse'ii'ahi'+Chapter+House/@35.8049875,-108.3643984,17z/data=!3m1!4b1!4m5!3m4!1s0x8724b0ffcfd90e43:0xdac01a0cd678ed23!8m2!3d35.8049832!4d-108.3622097?hl=en",CT Survey,(505) 786-2248,(505) 786-2247,Executive,Community Development,,,,No,no,Yes,,Tyler Capitan,22/02/2018,Office Specialist,,,Kelly Craig,,,Frontier,,,,,  , $-   ,,Copper,74.42.21.153,0.21,0,,0.25,0,,0.23,0,0.23,0,,4,11,3,Frontier,2,, $-   ,,Copper,N/A,,,,No,,,no,,Yes,CellularOne,no,,,,,Yes,3,un-used drops,Yes,1,DSL modem,No,,,no,,,Yes,,no,Yes,6,Yes,2 PCs,Yes,4,no,staff only,Yes,2,No,,,Yes,3,for primary PCS,None,,,navajochapter.org,,N/A,,N/A,,N/A,,N/A,,,,no,,,,,Y,N,N,N,Y,Y,N,N,N,N,N,N,"DSL, floor plan",N,,Yes,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.804985,-108.36221
85,Eastern,Thoreau,Chapter House,Chapter House,Thoreau_Chapter House,thoreau.navajochapters.org,(505) 905-0139,Opens at 8:00 AM,Vivinita Bennett,niabb@navajochapters.org,Vivinita R.,"Bennett, CSC",Shirley A.,"Gibson-Lee, AMS",,,505-905-0140,PO Box 899,1 MILE Marker NM-371,Thoreau,NM,87323,35 24 38.94 N,108 12 14.80 W,7146,857HCQ6W+89,"https://www.google.com/maps/place/Thoreau+Chapter+House/@35.4108228,-108.2062984,17z/data=!3m1!4b1!4m5!3m4!1s0x87249aef09733aa9:0x2c366b0414aedb2c!8m2!3d35.4108184!4d-108.2041097?hl=en",CT Survey,(505) 905-0139,,Executive,Community Development,1.5 mile east street HUY 371,,,No,no,No,No,Teresa Hopkins,,,,,,,,Sacred Wind,6,1,,$73.50 ,$12.25 ,$14.34 ,,,199.115.134.192,5.09,0.93,,5.16,0.84,,,,5.13,0.89,,,,,Sacred Wind,2,, $-   ,,"Copper, Wireless",,,,copper,No,,,No,,Yes,Verizon AT&T,,"Wireless, Wireline",,911 to McKinley Country Sheriff,,Yes,,,no,,,Yes,,,no,,,No,,no,Yes,3,no,,Yes,1,,Wi-Fi 210/month to change personal,Yes,1,,,,no,,,no,,,,,,,,,,,,,,,,,,,,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,,N,,,,,,,,,,,,Y,,,,,,,,,,,,,,Yes,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.41082,-108.20411
87,Eastern,Tohajiilee,Chapter House,Chapter House,Tohajiilee_Chapter House,tohajiilee.navajochapters.org,(505) 908-2730,Opens at 8:00 AM,,,Sherrlynn,"Apache, CSC",Blaire,"Platero, AMS",,,,PO Box 3398,Indian Rte 7036,To' Hajiilee,NM,87026,35 4 14.97 N,107 6 46.90 W,5763.5,857J3VCP+8Q,"https://www.google.com/maps/place/To'Hajiilee+Navajo+Chapter/@35.0708306,-107.1152158,17z/data=!3m1!4b1!4m5!3m4!1s0x87224864b355c2ab:0xdbbab8706da1aa47!8m2!3d35.0708262!4d-107.1130271?hl=en",CT Survey,(505) 908-2732,(505) 908-2730,Executive,Community Development,,,,No,Not reported,,,,,,,,,,,Sacred Wind,10,3,10MB,$100.00 ,$10.00 ,$10.77 ,AMC phone survey,,,9.23,0. 90191 ,,9.3,0.9,,9.32,0.85,9.28,0.88,,,,,Sacred Wind,,$160.00 ,  , AMC phone survey ,,,,,,,,,Yes,,Yes,Various,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.070827,-107.113026
88,Eastern,Torreon,Chapter House,Chapter House,Torreon_Chapter House,,,,Wally Toledo,torreon@navajochapters.org,Wallace,"Toledo, CSC",Cecelia,"Toledo, AMS",Kialo Winters,Kialo.winters@gmail.com,,PO Box 1024,,Cuba,NM,87013,35 46 33.45 N,107 15 16.31 W,6395.3,857JQPGW+95,"https://www.google.com/maps/@35.775923,-107.2550752,182m/data=!3m1!1e3?authuser=1",CT Survey,(505) 731-2336,,Executive,Community Development,QPGW+95,,,No,no,Yes,No,Teresa Hopkins,26/01/2018,,mthopking@navajo-nsn.gov,,Wally Toledo,,,Frontier,,,,$30.00 ,  ,  ,w/phone no breakdown given AMC phone survey,,,,,,,,,,,,,,,,,Frontier,2,$300.00 ,$150.00 , w/internet AMC phone survey ,Copper,,,,,No,,,No,,Yes,Verizon T-Mobile others,,,,,,Yes,10,,Yes,1,,Yes,1,,,,,,,no,Yes,6,no,,Yes,3,no,,Yes,1,,,,Yes,1,,,,,Gmail,,,,,,,,,,,,,,,,,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,N,N,,Yes,,,,,,,,Y,,,,,,,,,,,,,,,,Yes,Y,,,,,,,Y,,,,,Y,,,,,,,,,,,Y,,,,,,,,,,,35.775939,-107.254528
89,Eastern,Tsayatoh,Chapter House,Chapter House,Tsayatoh_Chapter House,tsayatoh.navajochapters.org,(505) 905-2649,Opens at 8:00 AM,Tammy Burke,tsayatoh@navajochapter.org,(Vacant),,(Vacant),,DCD,Norbert,,PO Box 86,82A West Tsayatoh Rd,Mentmore,NM,87319,35 31 22.37 N,108 55 40.76 W,6508.2,857HG3FC+5R,"https://www.google.com/maps/place/Tsayatoh+Chapter/@35.5227763,-108.92883,16.68z/data=!4m5!3m4!1s0x8725247535c275f7:0xf87f7be86d1debf3!8m2!3d35.5225516!4d-108.9266881?hl=en",CT Survey,(505) 905-2649,,Executive,Community Development,,,,No,Yes,Yes,No,Theoran tallsalt,15/02/2018,,,,Tommy Burke,Office Guide,,Sacred Wind,10,3,,, $-   , $-   ,,,199.115.134.119,12.05,0.88,,,,,,,12.05,0.88,,,,,Sacred Wind,3,, $-   ,,,,,,,No,,,No,,Yes,"Verizon, AT&T, CellularOne",no,,,Multi-purpose building sits E of chapter location networked thru wireless devices,,No,,,Yes,1,,no,,,Yes,1,Yes,Yes,3,Yes,Yes,3,Yes,,Yes,1,no,,,,No,,,no,,,,,,navajochapters.org,,scared wind. Google. Yahoo,,,,,,,,,,,,,,,Y,Y,N,N,N,N,N,N,N,N,N,N,MODEM,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.522554,-108.926688
90,Eastern,Whitehorse Lake,Chapter House,Chapter House,Whitehorse Lake_Chapter House,navajochapters.org,(505) 655-5430,,Cornelia Teller/ Angeline Burnside,whitehorselake@navajochapter.org,Angeline,"Burnside, CSC",Cornelia,"Teller, AMS",,,,HCR 79 Box 4069,Navjo Rte 9E and NM-509,Cuba,NM,87013,35 48 46.5 N,107 45 44.4 W,6728,857JR67Q+53,"https://www.google.com/maps/place/Whitehorse+Lake+Chapter+House/@35.8149281,-107.7738029,14.53z/data=!4m5!3m4!1s0x872348cb234e115f:0x7dba84807612cf4!8m2!3d35.812929!4d-107.7624875?hl=en",CT Survey,(505) 655-5430,(505) 655-5431,Executive,Community Development,,,,No,No,Yes,,Tyler Capitan,07/12/2017,information System Technician,tcapitan@navajo-nsn.gov,928-871-6001,Angelina Burnside,CSC,,Hughes Net,,,,$115.00 ,  ,$17.26 ,AMC phone survey,Coax,174.33.146.100,7.08,0.37,,6.95,0.23,,5.96,0.2,6.66,0.27,,16,14,15,Frontier,3,$350.00 ,$116.67 , AMC phone survey ,,,,,,No,,,,,Yes,"Verizon, AT&T, CellularOne",no,,,Demark-latitude 35.48.46.4. longitude W 107.45.45.2,,Yes,4,Hughes net device that receives COAX connection,Yes,,AP acts as a switch hub,,,,no,1,no,Yes,3,no,staff,,3,no,,Yes,Yes,no,,,No,,,,,,navajochapters.org,,,,,,,,Hughes net tech support,,,,,,,,,,,,Y,Y,Y,N,N,N,N,N,N,N,N,N,,N,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.812931,-107.762487
92,Eastern,Whiterock,Chapter House,Chapter House,Whiterock_Chapter House,,,,Linda Phillips Chapter Manager,whitherock@navajochapters.org,Tabitha R.,"Harrison, CM",Tina,"Pablo, AA",,,,PO Box 660,,Crownpoint,NM,87313,36 05 33.00 N,108 16 25.20 W,6078.7,858H3PVG+2G,"https://www.google.com/maps/place/36°05'33.1%22N+108°16'25.2%22W/@36.0928953,-108.2791914,15.3z/data=!4m5!3m4!1s0x0:0x0!8m2!3d36.092516!4d-108.273678?hl=en",AMC Survey,(505) 786-2444,(505) 786-2443,Executive,Community Development,,,,Yes,No,Yes,,Tyler Capitan,07/12/2017,information System Technician,tcapitan@navajo-nsn.gov,928-871-6001,Linda Phillips,Chapter Manager,,Frontier,10,3,DSL,, $-   , $-   ,,Coax,184.53.198.64,6.89,1.22,,6.5,0.51,,7.54,1.96,6.98,1.23,,14,12,15,Frontier,2,$240.00 ,$120.00 , AMC phone survey ,,,,,,No,,,,,Yes,CellularOne,,,,,,Yes,24,not in use,Yes,1,not in use,no,,,Yes,,no,Yes,4,no,staff only,,3,no,staff only,Yes,Yes,o,,,Yes,3,at each work station basic UPS,,,,navajochapters.org,,,,N/A,,N/A,,Frontier tech support,,,,Yes,,,,,,,,Y,Y,Y,N,N,N,N,N,N,N,N,N,,N,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.092516,-108.273678
93,Fort Defiance,Cornfields,Chapter House,Chapter House,Cornfields_Chapter House,cornfields.navajochapters.org,(928) 755-5912,Opens at 8:00 AM,Alfreda Earle,cornfields@navajochapters.org,Alfreda,"Earle, CM",Marilyn T.,"Begay, OS",NN community development,,,PO Box 478,Indian Rt 151 near Indian Rt 15,Ganado,AZ,86505,35 39 6.42 N,109 40 49.32 W,6135.2,857GM829+PV,"https://www.google.com/maps/place/Cornfields+Chapter+House/@35.6561286,-109.6950983,14.53z/data=!4m5!3m4!1s0x8730020975ba9f53:0xd1c11372bae5e0aa!8m2!3d35.6517926!4d-109.680531?hl=en",CT Survey,(928) 755-5911,(928) 755-5912,Executive,Community Development,8 miles south of Burnside junction N15,,,Yes,Yes,no,Yes,Team 7,10/10/2017,PIST,,928-871-6520,,,,Frontier,10,3,10.33 mbps,$426.08 ,$42.61 ,  ,$448 w/internet AMC phone survey,Copper,,10.33,,,,,,,,,,,,,,Frontier,4,$448.00 ,$112.00 , w/phone ANC phone survey ,Copper,None,,,,Yes,,,,,Yes,"T-Mobile, NTUAW, CellularOne",,,,,,Yes,12,,Yes,1,24 port,No,,,Yes,,None,,,,Yes,9,Yes,1 community computer,Yes,4,no,,Yes,1,No,,,no,,,,,,Navajo nation,cornfields@navajochapters.org,"Chrome, Edge",,None,,None,,None,,,,no,Yes,,Yes,,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,SECURITY SYSTEM,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.651794,-109.680531
94,Fort Defiance,Crystal,Chapter House,Chapter House,Crystal_Chapter House,crystal.navajochapters.org,(505) 777-2800,Opens at 8:00 AM,Char Kruger,crystal@navajochapters.org,Jammie,"Billiman, CSC",(Vacant),,NN community development,,,PO Box 775,"Indian Rte 12, Crystal NM",Navajo,NM,87328,36 02 35.98 N,108 58 08.94 W,7501.6,858H22VJ+88,"https://www.google.com/maps/place/Crystal+Chapter+House/@36.0038414,-109.0177954,19z/data=!3m1!4b1!4m5!3m4!1s0x873ac4a3a1a42a1d:0xaf210cec99796549!8m2!3d36.0038403!4d-109.0172482?hl=en",CT Survey,(505) 777-2800,(505) 777-2801,Executive,Community Development,1/4 miles North of intersection of NM hwy 134 & BIA route 12,,,No,no,,,Team 7,13/10/2017,PIST,,928-871-6520,char Kruger,CSC,,NTUA Wireless,,,,$90.00 ,  ,  ,,,,,,,,,,,,,,,,,,Frontier,5,, $-   ,,,None,,,,No,,,,,Yes,"Verizon, NTUAW, CellularOne",,,,,,Yes,7,,Yes,,,No,,,Yes,,Yes,,,,Yes,7,,3 community computers,Yes,6,,,Yes,1,,,,,,,,,,DCD,crystal@navajochapters.org,"Chrome, IE, Firefox",,None,,None,,None,,,,,,,,,N,N,N,N,N,Y,N,N,Y,Y,N,Y,SECURITY SYSTEM,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.003843,-109.017248
104,Fort Defiance,Dilkon,Chapter House,Chapter House,Dilkon_Chapter House,dilkon.navajochapters.org,(928) 657-8100,,Margie Barton,cbillie@navajo-chapters.org,Margie,"Barton,CM",Charmayne,"Billie, AA",Sylvia Jordan,sjordan@nndcd.gov / 928-871-7213,,HR 63 Box E,"Indian Rte 9851 & Indian Rte 15, Dilkon, NM",Winslow,AZ,86047,35 23 9 N,110 19 20 W,5896.7,857F9MPH+84,"https://www.google.com/maps/place/Dilkon+Chapter+Government/@35.3857145,-110.3238777,17z/data=!3m1!4b1!4m5!3m4!1s0x872fd2b0d6e4862b:0x7f3293e226a06f8e!8m2!3d35.3857101!4d-110.321689?hl=en",CT Survey,(928) 657-8100,,Executive,Community Development,30M N Hwy N Route 15,,,Yes,no,no,Yes,Vernon Livingston Ty Nez,10/10/2017,Comp.Ops.Mgr. Principal IST,vlivingston@navajo-nsn.gov,928-971-6972,Charmayne Billie,Chapter Secretary,,Hughes Net,,,,,  , $-   ,,Satellite,184.53.16.66,43.31,1.3,,47.49,1.09,,,,45.4,1.2,,,,,Frontier,3,, $-   ,,,N/A,,,,No,,,,,Yes,"Verizon, AT&T, T-Mobile, NTUAW, CellularOne",,,,,,Yes,,Hughes Net Router (HT2000W),no,,,,,,Yes,1,Yes,Yes,6,no,,,,Yes,,Yes,,None,,,No,,,,,,www.google.com,email through DCD,,,,,,,,,,,,,,,,,,,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,GPS COORDINATES,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.385713,-110.321689
108,Fort Defiance,Fort Defiance,Chapter House,Chapter House,Fort Defiance_Chapter House,ftdefiance.navajochapters.org,(928) 729-4352,Opens at 8:00 AM,Lorraine Nelson,ftdefiance@navajochapters.org,Lorriane,"Nelson, CM",Georgina,"Chischilly, AA",NN community development,,,PO Box 366,Old Red Lake Rd,Fort Defiance,AZ,86504,35 44 26.4 N,109 4 26.0 W,6805.8,857GPWRG+7C,"https://www.google.com/maps/place/Fort+Defiance+Chapter+House/@35.7406486,-109.0745026,19z/data=!3m1!4b1!4m5!3m4!1s0x87253348b92e1973:0x6f0f24deb22af95a!8m2!3d35.7406475!4d-109.0739554?hl=en",CT Survey,(928) 729-4352,(928) 729-4357,Executive,Community Development,"NR 112 & BIA 110 Ft. Defiance/ Apache County, AZ",,,Yes,no,no,no,Team 7,12/10/2017,PIST,,928-871-6520,Gina Chischilly,Account Maintenance Specialist,,Frontier,5,1,5.74 mbps,$368.19 ,$73.64 ,  ,,Copper,,5.74,,,,,,,,,,,,,,Frontier,5,, $-   ,,Copper,None,,,,No,,,,,Yes,Various,,,,,,Yes,,,,,,No,,,Yes,,None,Yes,9,no,Yes,2,no,,Yes,1,no,,,,Yes,6,PCs,,,,,,,Navajo Nation,ftdefiance@navajochapters.org,"Chrome, IE ",,None,,None,,None,,,,no,Yes,,,,N,N,N,Y,N,Y,N,N,N,Y,N,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.740649,-109.073955
111,Fort Defiance,Ganado,Chapter House,Chapter House,Ganado_Chapter House,ganado.navajochapters.org,(928) 755-5920,,Willie Tracy Jr,wtraceyjr@navajo-nsn.gov,Willie,"Tracey, Jr.",Philandra,Nelson,frontier,,,PO Box 188,Fire House Rd,Ganado,AZ,86505,35 42 22.65 N,109 32 53.96 W,6413.7,857GPF42+GM,"https://www.google.com/maps/place/Ganado+Chapter+House/@35.7062421,-109.5492294,17.31z/data=!4m5!3m4!1s0x873aaa8c591820d9:0x4c22a4ae8668b4f2!8m2!3d35.7063648!4d-109.5481148?hl=en",AMC Survey,(928) 755-5920,(928) 755-5921,Executive,Community Development,south hwy 264 chapter drive (behind fire dept),,,Yes,no,,,Frank Burnside Jr,10/10/2017,SIST,frankburusidejr@navajo-nsn.org,928-871-6851,Willie Tracey Jr,chapter manager,,Frontier,5,1,5.85 dn/1.00 up mbps,, $-   ,  ,,Copper,,5.85,1,,,,,,,,,,,,,Frontier,8,$210.00 ,$26.25 , AMC phone survey ,,None,,,,Yes,Midlord GxT,,,,Yes,"Verizon, AT&T, T-Mobile, sprint n NTUAW, CellularOne",,,,,,Yes,8,frontier,Yes,1,,No,,,Yes,2,Yes,Yes,6,,,,4,,1 network 3 local,Yes,Yes,None,,,No,,,,,,,,,,NN DIT,,NN DIT,None,,None,,,,,,,,,,,Y,Y,N,N,N,Y,Y,N,Y,Y,N,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.706367,-109.548116
113,Fort Defiance,Greasewood Springs,Chapter House,Chapter House,Greasewood Springs_Chapter House,,,,Billy J Yazzie,greasewood@navajochapters.org,Billy J.,"Yazzie, CM (acting)",(Vacant),,NN community development,,,PO Box 1260,,Ganado,AZ,86505,35 31 42.2 N,109 51 14.2 W,5942.3,857GG4HW+9C,"https://www.google.com/maps/place/35%C2%B031'42.2%22N+109%C2%B051'14.9%22W/@35.528397,-109.8548857,249m/data=!3m2!1e3!4b1!4m6!3m5!1s0x0:0x0!7e2!8m2!3d35.5283969!4d-109.8541424?authuser=1",CT Survey,(928) 654-3239,,Executive,Community Development,Navajo route 5 ,,,Yes,no,,,Team 7,23/10/2017,PIST,,928-871-6520,Billy J. Yazzie,Acting Chapter Administrator,,Frontier,5,1,5.25 mbps,$182.52 ,$36.50 ,  ,$172 AMC phone survey,"Copper, Wireless",,5.25,,,,,,,,,,,,,,Frontier,4,$300.00 ,$75.00 , AMC phone survey ,Copper,None,,,,No,Motorola,Contact Custodian,,,Yes,CellularOne,,,,,,Yes,4,,no,,,No,,,Yes,1,Yes,Yes,4,Yes,2 community computers,,2,None,,Yes,Yes,None,,,,,,,,,,,,Navajo Nation,greasewood@navajochapters.org,"chrome, edge, IE",,None,,None,,None,,,,no,Yes,,,,N,N,N,N,N,Y,Y,N,Y,Y,N,N,TMC cabinet,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.528397,-109.854142
115,Fort Defiance,Houck,Chapter House,Chapter House,Houck_Chapter House,,,,Vernita S. Tsosie,houch@navajochapters.org,Laura,"Yazzie, CM (acting)",Madelena M.,"Yazzie, AA",NN community development,,,PO Box 127,I-40 & St Anselm Rd,Houck,AZ,86506,35 17 5.4 N,109 12 47.4 W,6006.6,857G7QMP+WP,"https://www.google.com/maps/place/Houck+Chapter+House,+Houck,+AZ+86506/@35.2848787,-109.2153259,17z/data=!3m1!4b1!4m5!3m4!1s0x87256c9547dfaf69:0x30e37adb31627652!8m2!3d35.2848743!4d-109.2131372?hl=en",AMC Survey,(928) 688-2734,,Executive,Community Development,,,,Yes,No,No,No,Team 7,13/10/2017,PIST,,928-871-6520,Madelena Yazzie,Administrative Assistant,,Table Top Telephone Company Inc,5,1,3.05/ .91,$253.62 ,$50.72 ,  ,w/ phone AMC survey,,,3.05,0.91,,,,,,,,,,,,,Table Top Telephone Company Inc,,$253.00 ,  , w/internet AMC phone survey ,,,,,,No,,,,,Yes,"Verizon, AT&T, T-Mobile, NTUAW, CellularOne",,,,,,Yes,,,Yes,1,,NO,,,Yes,1,Yes,Yes,5,Yes,1 community computer,,4,,,Yes,Yes,no,,,Yes,3,Ocs,,,,,,,Navajo Nation,Houck@navajochapters.org,"Chrome, Edge",,None,,none,,none,,,,no,Yes,,,,N,N,N,N,N,Y,N,N,Y,Y,N,N,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.284876,-109.213138
116,Fort Defiance,Indian Wells,Chapter House,Chapter House,Indianwells_Chapter House,indianwells.navajochapters.org,(928) 654-3289,Opens at 8:00 AM,Sherii Dick,Sherridick@navajochapters.org,Rena,"Begay, CSC",Helen,"Yazzie, AMS",Norbert and Sylvia,,,PO Box 3049,Indian Rte 15 & Indian Rte 154,Indian Wells,AZ,86031,35 24 02.79 N,110 05 03.93 W,5754.6,857FCW28+86,"https://www.google.com/maps/place/857FCW28%2BCG/@35.4010625,-110.0858708,723m/data=!3m2!1e3!4b1!4m5!3m4!1s0x0:0x0!8m2!3d35.4010625!4d-110.0836875",AMC Survey,(928) 654-3289,,Executive,Community Development,,,,No,Not reported,,,Michael A. Tsosie,10/10/2017,Senior Network Specialist,michaeltsosie@navajo-nsn.gov,928-871-6016,Sherry Dick,Community Service Coordinator,,NTUA Wireless/ Hughes Net,,,,,  , $-   ,,,,3.42,2.03,,,,,,,3.42,2.03,,,,,Frontier,,,  ,,,,,,,,,,,,Yes,CellularOne,,,,,,,,,,,,,,,,,,Yes,7,,"HP, DELL gateway",,,,"Ricoh, HP",Yes,,Yes,,Tripplite,Yes,,Satellite internet: community (doesn't work),,,,,,,"google, Gmail",,,,,,,,Norbert and Sylvia,,,,,,,,,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Chapter buildings,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.400786,-110.084441
118,Fort Defiance,Jeddito,Chapter House,Chapter House,Jeddito_Chapter House,jeddito.navajochapters.org,(928) 738-2276,,Donna Boyd,dboyd@navajochapters.org,Verde A,"Yazzie,CSC",(Vacant),,NN community development,928-674-2052,,PO Box 798,Jeddito School Rd,Keams Canyon,AZ,86034,35 46 27.4 N,110 8 11.6 W,6340.2,857FQVF7+P9,"https://www.google.com/maps/place/Jeddito+Chapter+House/@35.7743021,-110.1388174,17z/data=!3m1!4b1!4m5!3m4!1s0x873030f441c04ddd:0xfd70358a0c441510!8m2!3d35.7742978!4d-110.1366287?hl=en",CT Survey,(928) 738-2276,,Executive,Community Development,"hwy 264, MP 408, NR",,,No,No,No,Yes,Team 7,23/10/2017,IST,,928-871-6520,Dana M. Yazzie,OA,,Hopi Telecommunication,10,3,8.96 mbps,$100.00 ,$10.00 ,  ,,Copper,,8.96,,,,,,,,,,,,,,Hopi Telecommunication,4,$300.00 ,$75.00 , AMC phone survey ,Copper,Hopi,,,,Yes,,,,,Yes,CellularOne,,,,,,Yes,,,Yes,,,,,,Yes,,Yes,Yes,4,no,4 laptops,,4,no,,Yes,Yes,no,,,Yes,1,,,,,,,,Navajo Nation,jeddito@navajochapters.org,"IE, Mozilla, Firefox",,N/A,,N/A,,,,,,no,Yes,,,,N,N,N,N,N,Y,Y,N,Y,N,N,N,VOIP equipment,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7743,-110.136629
